X,Y,Slice,DX,DY,Orientation,Coherency,Energy
52,552,0,-0.475,-0.879,-61.608,0.065,8.249E-12
72,552,0,-0.474,-0.880,-61.664,0.272,3.816E-10
92,552,0,-0.471,-0.881,-61.852,0.323,1.516E-8
112,552,0,-0.463,-0.884,-62.338,0.312,4.934E-7
132,552,0,-0.444,-0.892,-63.542,0.295,1.230E-5
152,552,0,-0.395,-0.910,-66.516,0.274,2.149E-4
172,552,0,-0.278,-0.947,-73.631,0.266,0.002
192,552,0,-0.084,-0.993,-85.162,0.316,0.020
212,552,0,-0.018,-1.000,-88.940,0.385,0.119
232,552,0,-0.035,-0.999,-88.013,0.387,0.366
252,552,0,-0.049,-0.999,-87.185,0.395,0.466
272,552,0,-0.022,-0.580,-87.839,0.425,0.237
292,552,0,-0.070,0.997,86.001,0.355,0.072
312,552,0,-0.153,0.974,81.062,0.104,0.068
332,552,0,-0.921,0.374,22.117,0.092,0.086
352,552,0,-0.859,0.510,30.671,0.239,0.054
372,552,0,-0.774,0.632,39.230,0.280,0.024
392,552,0,-0.688,0.724,46.477,0.295,0.037
412,552,0,-0.507,0.857,59.397,0.272,0.096
432,552,0,-0.261,0.961,74.824,0.294,0.126
452,552,0,-0.158,0.407,68.754,0.314,0.084
472,552,0,-0.095,-0.447,-78.026,0.431,0.057
492,552,0,-0.096,-0.375,-75.651,0.447,0.061
512,552,0,-0.273,0.402,55.838,0.227,0.072
532,552,0,-0.876,0.317,19.881,0.109,0.067
552,552,0,-0.676,-0.314,-24.910,0.056,0.041
572,552,0,-0.134,0.913,81.659,0.177,0.021
592,552,0,-0.125,0.751,80.514,0.144,0.024
612,552,0,-0.280,-0.772,-70.056,0.062,0.042
632,552,0,-0.101,-0.245,-67.561,0.125,0.041
652,552,0,-0.154,0.712,77.781,0.192,0.025
672,552,0,-0.231,0.758,73.074,0.106,0.019
692,552,0,-0.485,0.862,60.630,0.146,0.016
712,552,0,-0.716,0.697,44.247,0.364,0.014
732,552,0,-0.745,0.667,41.854,0.319,0.029
752,552,0,-0.691,0.710,45.808,0.148,0.067
772,552,0,-0.186,0.287,56.963,0.124,0.171
792,552,0,-0.197,-0.270,-53.880,0.152,0.389
812,552,0,-0.364,-0.135,-20.398,0.096,0.360
832,552,0,-0.615,-0.110,-10.170,0.068,0.129
852,552,0,-0.638,-0.179,-15.667,0.075,0.021
872,552,0,-0.561,-0.265,-25.285,0.087,0.002
892,552,0,-0.506,-0.363,-35.693,0.097,8.942E-5
912,552,0,-0.470,-0.422,-41.921,0.105,3.275E-6
932,552,0,-0.445,-0.439,-44.600,0.112,9.373E-8
952,552,0,-0.426,-0.451,-46.594,0.113,2.233E-9
972,552,0,-0.412,-0.460,-48.122,0.061,4.624E-11
992,552,0,-0.401,-0.467,-49.324,0.004,8.571E-13
1012,552,0,-0.392,-0.472,-50.310,7.574E-5,1.465E-14
1032,552,0,-0.939,-0.047,-2.895,7.586E-7,1.440E-16
12,572,0,-0.252,-0.962,-75.322,4.063E-6,2.481E-16
32,572,0,-0.239,-0.965,-76.070,2.457E-4,1.487E-14
52,572,0,-0.225,-0.969,-76.945,0.013,8.289E-13
72,572,0,-0.207,-0.973,-78.017,0.212,4.200E-11
92,572,0,-0.184,-0.979,-79.339,0.442,1.896E-9
112,572,0,-0.157,-0.985,-80.959,0.475,7.428E-8
132,572,0,-0.124,-0.991,-82.865,0.496,2.445E-6
152,572,0,-0.089,-0.995,-84.864,0.524,6.473E-5
172,572,0,-0.062,-0.998,-86.472,0.557,0.001
192,572,0,-0.048,-0.999,-87.245,0.580,0.017
212,572,0,-0.046,-0.999,-87.369,0.583,0.110
232,572,0,-0.048,-0.999,-87.264,0.566,0.264
252,572,0,-0.045,-0.999,-87.432,0.542,0.221
272,572,0,-0.032,0.244,82.622,0.524,0.093
292,572,0,-0.122,0.992,83.009,0.375,0.045
312,572,0,-0.376,0.901,67.378,0.125,0.068
332,572,0,-0.825,0.563,34.317,0.178,0.079
352,572,0,-0.829,0.559,33.994,0.330,0.041
372,572,0,-0.758,0.650,40.619,0.377,0.016
392,572,0,-0.652,0.757,49.274,0.412,0.027
412,572,0,-0.559,0.827,55.954,0.430,0.088
432,572,0,-0.537,0.840,57.441,0.447,0.155
452,572,0,-0.526,0.848,58.204,0.406,0.139
472,572,0,-0.261,0.959,74.770,0.411,0.085
492,572,0,-0.156,0.987,81.001,0.475,0.058
512,572,0,-0.385,0.917,67.216,0.373,0.056
532,572,0,-0.648,0.743,48.911,0.206,0.045
552,572,0,-0.421,0.503,50.065,0.102,0.028
572,572,0,-0.028,0.945,88.277,0.274,0.025
592,572,0,-0.044,0.665,86.213,0.161,0.040
612,572,0,-0.283,-0.860,-71.813,0.067,0.066
632,572,0,-0.145,0.146,45.169,0.138,0.060
652,572,0,-0.433,0.895,64.192,0.241,0.035
672,572,0,-0.659,0.747,48.579,0.172,0.027
692,572,0,-0.696,0.716,45.825,0.203,0.020
712,572,0,-0.716,0.698,44.261,0.399,0.014
732,572,0,-0.696,0.714,45.741,0.290,0.025
752,572,0,-0.730,0.670,42.530,0.132,0.062
772,572,0,-0.746,0.056,4.276,0.050,0.163
792,572,0,-0.687,-0.316,-24.677,0.061,0.396
812,572,0,-0.776,-0.123,-9.008,0.060,0.428
832,572,0,-0.849,-0.090,-6.028,0.066,0.174
852,572,0,-0.828,-0.265,-17.741,0.073,0.029
872,572,0,-0.760,-0.515,-34.138,0.084,0.002
892,572,0,-0.750,-0.645,-40.703,0.094,1.196E-4
912,572,0,-0.738,-0.667,-42.104,0.102,4.281E-6
932,572,0,-0.725,-0.683,-43.288,0.108,1.203E-7
952,572,0,-0.714,-0.695,-44.214,0.110,2.823E-9
972,572,0,-0.706,-0.704,-44.942,0.063,5.774E-11
992,572,0,-0.699,-0.712,-45.525,0.005,1.060E-12
1012,572,0,-0.693,-0.718,-46.010,8.590E-5,1.796E-14
1032,572,0,-0.969,-0.072,-4.253,8.532E-7,1.754E-16
12,592,0,-0.086,-0.996,-85.086,2.990E-6,1.162E-16
32,592,0,-0.084,-0.996,-85.164,1.934E-4,7.492E-15
52,592,0,-0.083,-0.997,-85.243,0.011,4.539E-13
72,592,0,-0.082,-0.997,-85.323,0.254,2.531E-11
92,592,0,-0.080,-0.997,-85.402,0.614,1.275E-9
112,592,0,-0.079,-0.997,-85.475,0.651,5.644E-8
132,592,0,-0.078,-0.997,-85.532,0.654,2.115E-6
152,592,0,-0.077,-0.997,-85.561,0.656,6.333E-5
172,592,0,-0.078,-0.997,-85.540,0.657,0.001
192,592,0,-0.079,-0.997,-85.441,0.657,0.019
212,592,0,-0.083,-0.996,-85.219,0.654,0.125
232,592,0,-0.091,-0.996,-84.795,0.646,0.283
252,592,0,-0.090,-0.996,-84.849,0.627,0.190
272,592,0,-0.057,0.164,70.901,0.569,0.061
292,592,0,-0.250,0.965,75.486,0.383,0.040
312,592,0,-0.577,0.805,54.393,0.197,0.068
332,592,0,-0.774,0.631,39.204,0.241,0.070
352,592,0,-0.764,0.643,40.097,0.351,0.035
372,592,0,-0.705,0.708,45.128,0.436,0.017
392,592,0,-0.689,0.724,46.404,0.524,0.021
412,592,0,-0.667,0.745,48.159,0.583,0.062
432,592,0,-0.632,0.775,50.824,0.615,0.130
452,592,0,-0.525,0.848,58.236,0.590,0.149
472,592,0,-0.298,0.952,72.622,0.604,0.103
492,592,0,-0.151,0.988,81.292,0.602,0.049
512,592,0,-0.263,0.961,74.698,0.438,0.028
532,592,0,-0.378,0.923,67.741,0.311,0.019
552,592,0,-0.170,0.982,80.178,0.368,0.022
572,592,0,-0.036,0.999,87.946,0.450,0.039
592,592,0,-0.068,0.997,86.115,0.282,0.058
612,592,0,-0.121,0.827,81.660,0.150,0.080
632,592,0,-0.243,0.930,75.350,0.220,0.067
652,592,0,-0.518,0.851,58.689,0.354,0.034
672,592,0,-0.722,0.689,43.660,0.374,0.020
692,592,0,-0.776,0.631,39.123,0.428,0.015
712,592,0,-0.726,0.686,43.375,0.497,0.012
732,592,0,-0.560,0.825,55.802,0.346,0.021
752,592,0,-0.532,0.845,57.824,0.296,0.057
772,592,0,-0.629,0.777,51.026,0.328,0.149
792,592,0,-0.588,0.808,53.979,0.308,0.341
812,592,0,-0.519,0.855,58.741,0.275,0.367
832,592,0,-0.489,0.872,60.726,0.225,0.147
852,592,0,-0.465,0.885,62.277,0.175,0.023
872,592,0,-0.420,0.906,65.146,0.141,0.002
892,592,0,-0.359,0.853,67.178,0.120,9.188E-5
912,592,0,-0.326,0.725,65.769,0.108,3.238E-6
932,592,0,-0.308,0.643,64.410,0.101,8.993E-8
952,592,0,-0.295,0.567,62.479,0.092,2.093E-9
972,592,0,-0.286,0.504,60.441,0.043,4.253E-11
992,592,0,-0.280,0.480,59.774,0.002,7.763E-13
1012,592,0,-0.274,0.414,56.560,4.181E-5,1.310E-14
1032,592,0,-0.927,0.039,2.387,4.041E-7,1.276E-16
12,612,0,-0.155,-0.987,-81.076,2.550E-6,9.531E-17
32,612,0,-0.156,-0.987,-81.032,1.657E-4,6.197E-15
52,612,0,-0.157,-0.987,-80.981,0.010,3.788E-13
72,612,0,-0.158,-0.987,-80.917,0.239,2.134E-11
92,612,0,-0.159,-0.987,-80.836,0.621,1.086E-9
112,612,0,-0.161,-0.986,-80.730,0.661,4.870E-8
132,612,0,-0.163,-0.986,-80.587,0.661,1.851E-6
152,612,0,-0.167,-0.985,-80.384,0.659,5.631E-5
172,612,0,-0.172,-0.984,-80.075,0.657,0.001
192,612,0,-0.181,-0.983,-79.569,0.653,0.018
212,612,0,-0.197,-0.979,-78.652,0.646,0.123
232,612,0,-0.224,-0.973,-77.013,0.634,0.303
252,612,0,-0.247,-0.967,-75.654,0.610,0.226
272,612,0,-0.134,-0.628,-77.975,0.521,0.074
292,612,0,-0.271,0.957,74.171,0.367,0.050
312,612,0,-0.527,0.845,58.079,0.214,0.084
332,612,0,-0.657,0.753,48.898,0.195,0.085
352,612,0,-0.637,0.770,50.382,0.297,0.057
372,612,0,-0.654,0.756,49.149,0.453,0.046
392,612,0,-0.716,0.698,44.255,0.566,0.038
412,612,0,-0.719,0.694,43.998,0.571,0.039
432,612,0,-0.623,0.780,51.389,0.577,0.066
452,612,0,-0.425,0.901,64.741,0.638,0.093
472,612,0,-0.211,0.975,77.780,0.731,0.080
492,612,0,-0.086,0.996,85.083,0.735,0.039
512,612,0,-0.105,0.993,83.962,0.500,0.016
532,612,0,-0.226,0.974,76.936,0.380,0.012
552,612,0,-0.146,0.988,81.582,0.474,0.020
572,612,0,-0.054,0.998,86.911,0.470,0.039
592,612,0,-0.088,0.996,84.968,0.364,0.049
612,612,0,-0.199,0.979,78.495,0.294,0.060
632,612,0,-0.357,0.932,69.039,0.363,0.051
652,612,0,-0.559,0.825,55.897,0.463,0.024
672,612,0,-0.748,0.661,41.440,0.580,0.015
692,612,0,-0.805,0.593,36.395,0.686,0.017
712,612,0,-0.793,0.608,37.464,0.630,0.020
732,612,0,-0.713,0.698,44.395,0.468,0.037
752,612,0,-0.680,0.732,47.134,0.481,0.102
772,612,0,-0.688,0.725,46.511,0.544,0.228
792,612,0,-0.645,0.764,49.833,0.542,0.337
812,612,0,-0.582,0.812,54.349,0.495,0.242
832,612,0,-0.528,0.849,58.103,0.433,0.072
852,612,0,-0.494,0.869,60.403,0.378,0.010
872,612,0,-0.472,0.881,61.831,0.339,6.759E-4
892,612,0,-0.457,0.889,62.824,0.312,3.102E-5
912,612,0,-0.445,0.895,63.568,0.293,1.046E-6
932,612,0,-0.436,0.900,64.153,0.278,2.816E-8
952,612,0,-0.428,0.903,64.626,0.237,6.409E-10
972,612,0,-0.422,0.906,65.019,0.066,1.280E-11
992,612,0,-0.417,0.909,65.349,0.002,2.307E-13
1012,612,0,-0.412,0.911,65.636,3.569E-5,3.853E-15
1032,612,0,-0.941,0.091,5.534,3.393E-7,3.725E-17
12,632,0,-0.282,-0.959,-73.633,1.221E-6,4.700E-17
32,632,0,-0.283,-0.958,-73.550,7.975E-5,3.072E-15
52,632,0,-0.285,-0.958,-73.455,0.005,1.890E-13
72,632,0,-0.287,-0.957,-73.339,0.155,1.073E-11
92,632,0,-0.289,-0.957,-73.195,0.567,5.516E-10
112,632,0,-0.292,-0.956,-73.013,0.639,2.505E-8
132,632,0,-0.296,-0.955,-72.774,0.640,9.688E-7
152,632,0,-0.301,-0.953,-72.450,0.638,3.023E-5
172,632,0,-0.309,-0.950,-71.991,0.636,7.002E-4
192,632,0,-0.320,-0.947,-71.315,0.631,0.011
212,632,0,-0.337,-0.941,-70.324,0.625,0.083
232,632,0,-0.355,-0.935,-69.233,0.613,0.257
252,632,0,-0.354,-0.935,-69.269,0.588,0.265
272,632,0,-0.237,-0.952,-76.033,0.478,0.112
292,632,0,-0.182,0.859,78.013,0.350,0.067
312,632,0,-0.338,0.935,70.134,0.195,0.092
332,632,0,-0.575,0.814,54.727,0.154,0.103
352,632,0,-0.558,0.829,56.046,0.291,0.094
372,632,0,-0.609,0.792,52.477,0.473,0.102
392,632,0,-0.696,0.718,45.885,0.588,0.085
412,632,0,-0.729,0.684,43.180,0.552,0.050
432,632,0,-0.607,0.788,52.403,0.424,0.041
452,632,0,-0.253,0.961,75.248,0.549,0.053
472,632,0,-0.090,0.995,84.844,0.753,0.065
492,632,0,-0.051,0.999,87.054,0.752,0.044
512,632,0,-0.065,0.998,86.244,0.542,0.018
532,632,0,-0.202,0.979,78.341,0.459,0.011
552,632,0,-0.232,0.972,76.583,0.492,0.014
572,632,0,-0.166,0.983,80.419,0.405,0.021
592,632,0,-0.190,0.979,79.031,0.316,0.022
612,632,0,-0.314,0.944,71.602,0.268,0.025
632,632,0,-0.516,0.849,58.697,0.347,0.023
652,632,0,-0.706,0.701,44.797,0.493,0.016
672,632,0,-0.799,0.600,36.903,0.661,0.021
692,632,0,-0.807,0.591,36.229,0.675,0.035
712,632,0,-0.803,0.596,36.562,0.528,0.057
732,632,0,-0.783,0.621,38.438,0.418,0.112
752,632,0,-0.730,0.683,43.069,0.459,0.228
772,632,0,-0.720,0.694,43.966,0.536,0.299
792,632,0,-0.696,0.717,45.845,0.563,0.234
812,632,0,-0.649,0.761,49.540,0.551,0.101
832,632,0,-0.603,0.797,52.912,0.514,0.021
852,632,0,-0.568,0.823,55.398,0.475,0.002
872,632,0,-0.543,0.839,57.094,0.444,1.362E-4
892,632,0,-0.526,0.850,58.269,0.421,5.722E-6
912,632,0,-0.513,0.858,59.118,0.404,1.818E-7
932,632,0,-0.504,0.864,59.756,0.383,4.695E-9
952,632,0,-0.496,0.868,60.252,0.235,1.036E-10
972,632,0,-0.490,0.871,60.647,0.024,2.023E-12
992,632,0,-0.485,0.874,60.970,5.075E-4,3.578E-14
1012,632,0,-0.481,0.876,61.243,8.244E-6,5.888E-16
1032,632,0,-0.948,0.088,5.289,7.795E-8,5.634E-18
12,652,0,-0.348,-0.937,-69.613,3.274E-7,1.291E-17
32,652,0,-0.349,-0.937,-69.577,2.160E-5,8.526E-16
52,652,0,-0.350,-0.937,-69.538,0.001,5.311E-14
72,652,0,-0.350,-0.937,-69.492,0.061,3.062E-12
92,652,0,-0.351,-0.936,-69.438,0.448,1.606E-10
112,652,0,-0.352,-0.936,-69.375,0.616,7.487E-9
132,652,0,-0.353,-0.935,-69.300,0.621,3.000E-7
152,652,0,-0.355,-0.935,-69.213,0.619,9.843E-6
172,652,0,-0.356,-0.934,-69.117,0.615,2.459E-4
192,652,0,-0.358,-0.934,-69.023,0.610,0.004
212,652,0,-0.359,-0.933,-68.959,0.601,0.040
232,652,0,-0.362,-0.932,-68.780,0.584,0.174
252,652,0,-0.388,-0.921,-67.136,0.546,0.272
272,652,0,-0.405,-0.910,-65.987,0.441,0.171
292,652,0,-0.159,-0.412,-68.854,0.340,0.088
312,652,0,-0.061,0.123,63.476,0.307,0.092
332,652,0,-0.221,0.909,76.339,0.189,0.100
352,652,0,-0.478,0.875,61.354,0.238,0.089
372,652,0,-0.610,0.791,52.357,0.404,0.099
392,652,0,-0.685,0.728,46.758,0.524,0.088
412,652,0,-0.719,0.695,44.014,0.495,0.054
432,652,0,-0.558,0.818,55.702,0.360,0.039
452,652,0,-0.123,0.979,82.833,0.492,0.045
472,652,0,-0.035,0.779,87.440,0.674,0.071
492,652,0,-0.031,0.644,87.203,0.602,0.062
512,652,0,-0.066,0.967,86.119,0.405,0.035
532,652,0,-0.223,0.973,77.087,0.446,0.023
552,652,0,-0.376,0.924,67.882,0.541,0.019
572,652,0,-0.497,0.860,59.996,0.476,0.019
592,652,0,-0.632,0.758,50.181,0.328,0.018
612,652,0,-0.769,0.618,38.822,0.209,0.021
632,652,0,-0.823,0.555,34.001,0.277,0.020
652,652,0,-0.862,0.501,30.145,0.500,0.021
672,652,0,-0.845,0.534,32.291,0.582,0.037
692,652,0,-0.795,0.605,37.281,0.465,0.089
712,652,0,-0.791,0.611,37.674,0.367,0.199
732,652,0,-0.847,0.530,32.016,0.337,0.303
752,652,0,-0.789,0.610,37.716,0.345,0.348
772,652,0,-0.727,0.687,43.368,0.426,0.245
792,652,0,-0.714,0.700,44.434,0.508,0.097
812,652,0,-0.689,0.725,46.470,0.540,0.024
832,652,0,-0.654,0.756,49.160,0.533,0.004
852,652,0,-0.624,0.781,51.406,0.512,3.003E-4
872,652,0,-0.601,0.799,53.060,0.491,1.632E-5
892,652,0,-0.584,0.812,54.263,0.474,6.310E-7
912,652,0,-0.571,0.821,55.156,0.457,1.895E-8
932,652,0,-0.561,0.827,55.838,0.374,4.704E-10
952,652,0,-0.554,0.833,56.372,0.094,1.008E-11
972,652,0,-0.547,0.837,56.801,0.003,1.923E-13
992,652,0,-0.542,0.840,57.152,5.646E-5,3.341E-15
1012,652,0,-0.538,0.843,57.450,9.044E-7,5.417E-17
1032,652,0,-0.954,0.084,5.059,8.489E-9,5.131E-19
12,672,0,-0.365,-0.931,-68.599,6.432E-8,2.646E-18
32,672,0,-0.366,-0.931,-68.555,4.311E-6,1.776E-16
52,672,0,-0.366,-0.930,-68.503,2.730E-4,1.128E-14
72,672,0,-0.367,-0.930,-68.439,0.015,6.663E-13
92,672,0,-0.369,-0.929,-68.357,0.263,3.600E-11
112,672,0,-0.371,-0.929,-68.249,0.564,1.742E-9
132,672,0,-0.373,-0.928,-68.099,0.588,7.335E-8
152,672,0,-0.376,-0.926,-67.881,0.584,2.575E-6
172,672,0,-0.382,-0.924,-67.539,0.577,7.077E-5
192,672,0,-0.391,-0.920,-66.945,0.567,0.001
212,672,0,-0.410,-0.911,-65.774,0.550,0.017
232,672,0,-0.450,-0.892,-63.229,0.517,0.099
252,672,0,-0.516,-0.856,-58.915,0.458,0.251
272,672,0,-0.521,-0.852,-58.532,0.386,0.263
292,672,0,-0.335,-0.937,-70.332,0.343,0.129
312,672,0,-0.086,-0.340,-75.785,0.346,0.088
332,672,0,-0.293,0.938,72.669,0.287,0.095
352,672,0,-0.627,0.756,50.341,0.225,0.071
372,672,0,-0.838,0.500,30.809,0.254,0.054
392,672,0,-0.833,0.507,31.326,0.289,0.044
412,672,0,-0.852,0.446,27.653,0.254,0.032
432,672,0,-0.586,0.394,33.898,0.175,0.027
452,672,0,-0.139,-0.547,-75.704,0.396,0.036
472,672,0,-0.135,-0.988,-82.233,0.536,0.065
492,672,0,-0.102,-0.983,-84.106,0.412,0.078
512,672,0,-0.155,0.808,79.147,0.326,0.075
532,672,0,-0.346,0.937,69.715,0.488,0.066
552,672,0,-0.516,0.853,58.838,0.590,0.053
572,672,0,-0.695,0.715,45.804,0.588,0.058
592,672,0,-0.827,0.558,34.031,0.490,0.063
612,672,0,-0.900,0.435,25.801,0.367,0.065
632,672,0,-0.940,0.339,19.809,0.375,0.066
652,672,0,-0.957,0.286,16.655,0.491,0.078
672,672,0,-0.911,0.408,24.113,0.448,0.123
692,672,0,-0.815,0.576,35.267,0.315,0.279
712,672,0,-0.752,0.658,41.201,0.278,0.504
732,672,0,-0.848,0.525,31.786,0.293,0.490
752,672,0,-0.878,0.476,28.469,0.324,0.304
772,672,0,-0.795,0.604,37.214,0.343,0.123
792,672,0,-0.736,0.676,42.559,0.408,0.027
812,672,0,-0.709,0.705,44.830,0.474,0.004
832,672,0,-0.683,0.730,46.895,0.507,3.887E-4
852,672,0,-0.659,0.752,48.780,0.511,2.659E-5
872,672,0,-0.639,0.769,50.279,0.503,1.271E-6
892,672,0,-0.624,0.782,51.421,0.493,4.542E-8
912,672,0,-0.612,0.791,52.294,0.445,1.294E-9
932,672,0,-0.602,0.798,52.973,0.182,3.096E-11
952,672,0,-0.595,0.804,53.513,0.011,6.455E-13
972,672,0,-0.588,0.808,53.949,2.236E-4,1.206E-14
992,672,0,-0.583,0.812,54.310,3.785E-6,2.061E-16
1012,672,0,-0.579,0.815,54.616,5.997E-8,3.299E-18
1032,672,0,-0.958,0.082,4.874,5.587E-10,3.096E-20
12,692,0,-0.403,-0.915,-66.211,9.988E-9,4.497E-19
32,692,0,-0.404,-0.915,-66.146,6.791E-7,3.071E-17
52,692,0,-0.406,-0.914,-66.073,4.377E-5,1.989E-15
72,692,0,-0.407,-0.913,-65.987,0.003,1.203E-13
92,692,0,-0.409,-0.913,-65.884,0.092,6.695E-12
112,692,0,-0.411,-0.912,-65.760,0.428,3.364E-10
132,692,0,-0.413,-0.911,-65.610,0.512,1.487E-8
152,692,0,-0.416,-0.909,-65.428,0.506,5.577E-7
172,692,0,-0.419,-0.908,-65.215,0.493,1.683E-5
192,692,0,-0.422,-0.906,-65.002,0.473,3.780E-4
212,692,0,-0.423,-0.905,-64.952,0.444,0.006
232,692,0,-0.409,-0.909,-65.765,0.401,0.048
252,692,0,-0.350,-0.929,-69.389,0.358,0.198
272,692,0,-0.241,-0.965,-76.002,0.351,0.304
292,692,0,-0.128,-0.954,-82.329,0.358,0.158
312,692,0,-0.252,0.792,72.341,0.311,0.077
332,692,0,-0.604,0.792,52.680,0.391,0.087
352,692,0,-0.815,0.558,34.375,0.347,0.065
372,692,0,-0.991,0.086,4.971,0.361,0.038
392,692,0,-0.969,-0.212,-12.338,0.329,0.027
412,692,0,-0.917,-0.393,-23.192,0.396,0.023
432,692,0,-0.838,-0.534,-32.500,0.398,0.025
452,692,0,-0.507,-0.852,-59.267,0.426,0.043
472,692,0,-0.314,-0.948,-71.676,0.557,0.079
492,692,0,-0.128,-0.819,-81.129,0.515,0.111
512,692,0,-0.225,0.969,76.950,0.494,0.136
532,692,0,-0.427,0.903,64.689,0.612,0.143
552,692,0,-0.586,0.807,54.026,0.612,0.147
572,692,0,-0.754,0.653,40.888,0.551,0.213
592,692,0,-0.885,0.462,27.587,0.487,0.261
612,692,0,-0.935,0.355,20.789,0.440,0.262
632,692,0,-0.958,0.285,16.570,0.437,0.264
652,692,0,-0.975,0.223,12.873,0.498,0.291
672,692,0,-0.938,0.341,19.975,0.435,0.352
692,692,0,-0.854,0.515,31.095,0.273,0.542
712,692,0,-0.714,0.699,44.389,0.203,0.646
732,692,0,-0.733,0.673,42.555,0.207,0.397
752,692,0,-0.862,0.503,30.271,0.267,0.138
772,692,0,-0.854,0.520,31.319,0.325,0.034
792,692,0,-0.795,0.605,37.259,0.360,0.005
812,692,0,-0.749,0.661,41.432,0.407,4.944E-4
832,692,0,-0.716,0.698,44.255,0.451,3.443E-5
852,692,0,-0.690,0.724,46.365,0.476,1.834E-6
872,692,0,-0.670,0.743,47.952,0.485,7.522E-8
892,692,0,-0.654,0.756,49.147,0.464,2.445E-9
912,692,0,-0.642,0.767,50.057,0.249,6.554E-11
932,692,0,-0.632,0.775,50.765,0.025,1.503E-12
952,692,0,-0.625,0.781,51.328,5.851E-4,3.042E-14
972,692,0,-0.619,0.786,51.783,1.065E-5,5.557E-16
992,692,0,-0.613,0.790,52.159,1.775E-7,9.334E-18
1012,692,0,-0.609,0.793,52.480,2.782E-9,1.473E-19
1032,692,0,-0.961,0.079,4.729,2.573E-11,1.369E-21
12,712,0,-0.298,-0.953,-72.639,1.557E-9,7.973E-20
32,712,0,-0.296,-0.954,-72.784,1.087E-7,5.586E-18
52,712,0,-0.293,-0.955,-72.950,7.224E-6,3.731E-16
72,712,0,-0.289,-0.956,-73.148,4.499E-4,2.340E-14
92,712,0,-0.285,-0.957,-73.390,0.023,1.362E-12
112,712,0,-0.280,-0.958,-73.692,0.278,7.240E-11
132,712,0,-0.274,-0.960,-74.075,0.464,3.439E-9
152,712,0,-0.266,-0.963,-74.574,0.471,1.417E-7
172,712,0,-0.254,-0.966,-75.243,0.467,4.852E-6
192,712,0,-0.239,-0.970,-76.161,0.463,1.298E-4
212,712,0,-0.218,-0.975,-77.426,0.459,0.002
232,712,0,-0.190,-0.981,-79.049,0.459,0.028
252,712,0,-0.163,-0.986,-80.616,0.463,0.156
272,712,0,-0.152,-0.988,-81.233,0.464,0.293
292,712,0,-0.152,-0.986,-81.262,0.422,0.169
312,712,0,-0.272,0.236,40.874,0.247,0.060
332,712,0,-0.740,0.667,42.041,0.339,0.048
352,712,0,-0.893,0.431,25.786,0.364,0.038
372,712,0,-0.993,0.051,2.933,0.325,0.033
392,712,0,-0.938,-0.330,-19.402,0.305,0.038
412,712,0,-0.885,-0.465,-27.726,0.484,0.036
432,712,0,-0.853,-0.519,-31.290,0.579,0.039
452,712,0,-0.632,-0.766,-50.498,0.513,0.073
472,712,0,-0.379,-0.923,-67.695,0.608,0.131
492,712,0,-0.165,-0.979,-80.460,0.647,0.165
512,712,0,-0.170,0.784,77.750,0.574,0.180
532,712,0,-0.470,0.880,61.915,0.581,0.210
552,712,0,-0.639,0.767,50.232,0.532,0.285
572,712,0,-0.755,0.653,40.837,0.482,0.464
592,712,0,-0.896,0.437,26.010,0.436,0.548
612,712,0,-0.951,0.308,17.948,0.432,0.526
632,712,0,-0.959,0.282,16.377,0.424,0.470
652,712,0,-0.974,0.228,13.186,0.470,0.406
672,712,0,-0.941,0.333,19.483,0.411,0.379
692,712,0,-0.827,0.555,33.871,0.249,0.451
712,712,0,-0.669,0.741,47.927,0.202,0.420
732,712,0,-0.611,0.791,52.305,0.227,0.189
752,712,0,-0.697,0.711,45.586,0.238,0.041
772,712,0,-0.793,0.606,37.379,0.284,0.006
792,712,0,-0.801,0.599,36.778,0.332,6.266E-4
812,712,0,-0.777,0.629,39.011,0.370,4.589E-5
832,712,0,-0.749,0.663,41.514,0.406,2.491E-6
852,712,0,-0.723,0.691,43.709,0.434,1.072E-7
872,712,0,-0.701,0.713,45.462,0.439,3.767E-9
892,712,0,-0.684,0.729,46.810,0.281,1.102E-10
912,712,0,-0.671,0.741,47.846,0.040,2.747E-12
932,712,0,-0.661,0.751,48.652,0.001,5.991E-14
952,712,0,-0.652,0.758,49.290,2.234E-5,1.169E-15
972,712,0,-0.645,0.764,49.806,3.967E-7,2.078E-17
992,712,0,-0.640,0.769,50.230,6.509E-9,3.417E-19
1012,712,0,-0.635,0.773,50.589,1.007E-10,5.302E-21
1032,712,0,-0.963,0.077,4.597,9.237E-13,4.873E-23
12,732,0,-0.235,-0.972,-76.403,6.262E-10,2.812E-20
32,732,0,-0.235,-0.972,-76.411,4.484E-8,2.014E-18
52,732,0,-0.235,-0.972,-76.418,3.070E-6,1.379E-16
72,732,0,-0.235,-0.972,-76.424,1.981E-4,8.911E-15
92,732,0,-0.235,-0.972,-76.427,0.011,5.368E-13
112,732,0,-0.235,-0.972,-76.425,0.231,2.971E-11
132,732,0,-0.235,-0.972,-76.415,0.527,1.482E-9
152,732,0,-0.235,-0.972,-76.389,0.553,6.475E-8
172,732,0,-0.236,-0.971,-76.334,0.552,2.384E-6
192,732,0,-0.238,-0.971,-76.222,0.550,6.968E-5
212,732,0,-0.242,-0.970,-75.992,0.546,0.001
