X,Y,Slice,DX,DY,Orientation,Coherency,Energy
952,892,0,-0.691,0.723,46.273,4.017E-20,2.381E-30
972,892,0,-0.692,0.722,46.233,5.856E-22,3.449E-32
992,892,0,-0.692,0.722,46.211,8.159E-24,4.780E-34
1012,892,0,-0.692,0.722,46.203,1.100E-25,6.411E-36
1032,892,0,-0.969,0.072,4.259,9.124E-28,5.301E-38
12,912,0,-0.624,-0.781,-51.386,9.483E-21,4.761E-31
32,912,0,-0.627,-0.779,-51.156,7.053E-19,3.550E-29
52,912,0,-0.631,-0.776,-50.898,5.047E-17,2.548E-27
72,912,0,-0.635,-0.773,-50.594,3.433E-15,1.739E-25
92,912,0,-0.640,-0.769,-50.227,2.201E-13,1.120E-23
112,912,0,-0.646,-0.764,-49.780,1.315E-11,6.724E-22
132,912,0,-0.653,-0.757,-49.221,7.215E-10,3.713E-20
152,912,0,-0.663,-0.749,-48.508,3.568E-8,1.850E-18
172,912,0,-0.675,-0.738,-47.569,1.550E-6,8.118E-17
192,912,0,-0.691,-0.723,-46.294,5.718E-5,3.033E-15
212,912,0,-0.713,-0.701,-44.508,0.002,9.235E-14
232,912,0,-0.743,-0.669,-41.976,0.032,2.181E-12
252,912,0,-0.781,-0.624,-38.612,0.190,3.861E-11
272,912,0,-0.819,-0.574,-35.019,0.371,5.267E-10
292,912,0,-0.852,-0.524,-31.598,0.420,5.583E-9
312,912,0,-0.887,-0.460,-27.416,0.415,3.780E-8
332,912,0,-0.928,-0.372,-21.830,0.363,1.247E-7
352,912,0,-0.985,-0.110,-6.347,0.232,1.616E-7
372,912,0,-0.922,0.372,22.000,0.201,7.445E-8
392,912,0,-0.913,0.018,1.112,0.214,2.111E-8
412,912,0,-0.812,-0.583,-35.669,0.448,1.312E-7
432,912,0,-0.779,-0.626,-38.784,0.465,2.341E-6
452,912,0,-0.773,-0.635,-39.402,0.469,3.097E-5
472,912,0,-0.771,-0.637,-39.546,0.452,2.226E-4
492,912,0,-0.771,-0.637,-39.560,0.376,6.773E-4
512,912,0,-0.790,-0.613,-37.787,0.236,7.250E-4
532,912,0,-0.903,-0.403,-24.050,0.108,2.851E-4
552,912,0,-0.904,0.362,21.858,0.082,5.501E-5
572,912,0,-0.702,0.710,45.343,0.162,6.128E-6
592,912,0,-0.618,0.786,51.822,0.231,4.132E-7
612,912,0,-0.577,0.817,54.758,0.274,1.865E-8
632,912,0,-0.553,0.833,56.426,0.260,6.250E-10
652,912,0,-0.538,0.843,57.455,0.091,1.681E-11
672,912,0,-0.536,0.844,57.576,0.005,3.880E-13
692,912,0,-0.568,0.823,55.378,1.400E-4,1.441E-14
712,912,0,-0.648,0.761,49.570,4.302E-5,6.426E-15
732,912,0,-0.693,0.721,46.140,2.105E-5,2.149E-15
752,912,0,-0.692,0.722,46.207,3.660E-6,2.968E-16
772,912,0,-0.686,0.727,46.674,2.978E-7,2.146E-17
792,912,0,-0.683,0.731,46.937,1.482E-8,1.001E-18
812,912,0,-0.682,0.731,46.997,5.310E-10,3.448E-20
832,912,0,-0.683,0.731,46.939,1.510E-11,9.563E-22
852,912,0,-0.684,0.729,46.826,3.621E-13,2.253E-23
872,912,0,-0.686,0.728,46.698,7.617E-15,4.674E-25
892,912,0,-0.687,0.726,46.579,1.443E-16,8.762E-27
912,912,0,-0.689,0.725,46.477,2.512E-18,1.511E-28
932,912,0,-0.690,0.724,46.397,4.074E-20,2.432E-30
952,912,0,-0.690,0.723,46.336,6.219E-22,3.687E-32
972,912,0,-0.691,0.723,46.294,9.015E-24,5.314E-34
992,912,0,-0.691,0.723,46.266,1.249E-25,7.326E-36
1012,912,0,-0.692,0.722,46.251,1.675E-27,9.779E-38
1032,912,0,-0.969,0.072,4.262,1.385E-29,8.054E-40
12,932,0,-0.632,-0.775,-50.783,1.750E-22,8.815E-33
32,932,0,-0.635,-0.772,-50.548,1.303E-20,6.580E-31
52,932,0,-0.639,-0.769,-50.286,9.331E-19,4.728E-29
72,932,0,-0.643,-0.766,-49.975,6.356E-17,3.232E-27
92,932,0,-0.648,-0.762,-49.603,4.082E-15,2.084E-25
112,932,0,-0.654,-0.756,-49.147,2.444E-13,1.254E-23
132,932,0,-0.662,-0.750,-48.579,1.345E-11,6.946E-22
152,932,0,-0.671,-0.741,-47.853,6.676E-10,3.475E-20
172,932,0,-0.683,-0.730,-46.900,2.917E-8,1.533E-18
192,932,0,-0.700,-0.715,-45.609,1.085E-6,5.773E-17
212,932,0,-0.722,-0.692,-43.810,3.297E-5,1.781E-15
232,932,0,-0.751,-0.660,-41.285,7.771E-4,4.297E-14
252,932,0,-0.788,-0.615,-37.981,0.013,7.882E-13
272,932,0,-0.824,-0.566,-34.486,0.101,1.126E-11
292,932,0,-0.856,-0.517,-31.118,0.278,1.240E-10
312,932,0,-0.890,-0.455,-27.066,0.381,8.607E-10
332,932,0,-0.929,-0.367,-21.572,0.356,2.888E-9
352,932,0,-0.986,-0.110,-6.369,0.232,3.766E-9
372,932,0,-0.927,0.358,21.124,0.193,1.729E-9
392,932,0,-0.906,-0.050,-3.165,0.201,5.332E-10
412,932,0,-0.798,-0.602,-37.056,0.457,4.597E-9
432,932,0,-0.776,-0.631,-39.093,0.484,8.917E-8
452,932,0,-0.773,-0.635,-39.406,0.485,1.219E-6
472,932,0,-0.773,-0.635,-39.408,0.463,9.006E-6
492,932,0,-0.776,-0.631,-39.148,0.385,2.796E-5
512,932,0,-0.796,-0.606,-37.281,0.246,2.991E-5
532,932,0,-0.892,-0.436,-26.038,0.118,1.141E-5
552,932,0,-0.937,0.254,15.156,0.076,2.079E-6
572,932,0,-0.740,0.670,42.147,0.144,2.200E-7
592,932,0,-0.648,0.761,49.578,0.209,1.436E-8
612,932,0,-0.604,0.797,52.837,0.217,6.363E-10
632,932,0,-0.578,0.816,54.669,0.088,2.108E-11
652,932,0,-0.562,0.827,55.820,0.006,5.626E-13
672,932,0,-0.554,0.832,56.326,1.660E-4,1.281E-14
692,932,0,-0.568,0.823,55.416,3.902E-6,3.573E-16
712,932,0,-0.647,0.762,49.675,6.870E-7,1.013E-16
732,932,0,-0.695,0.719,46.003,3.214E-7,3.302E-17
752,932,0,-0.694,0.720,46.052,5.571E-8,4.540E-18
772,932,0,-0.688,0.726,46.529,4.525E-9,3.272E-19
792,932,0,-0.684,0.729,46.817,2.246E-10,1.521E-20
812,932,0,-0.683,0.730,46.912,8.027E-12,5.221E-22
832,932,0,-0.683,0.730,46.888,2.275E-13,1.442E-23
852,932,0,-0.684,0.729,46.805,5.433E-15,3.381E-25
872,932,0,-0.686,0.728,46.703,1.138E-16,6.981E-27
892,932,0,-0.687,0.727,46.602,2.145E-18,1.302E-28
912,932,0,-0.688,0.726,46.513,3.716E-20,2.236E-30
932,932,0,-0.689,0.725,46.439,5.997E-22,3.580E-32
952,932,0,-0.690,0.724,46.382,9.112E-24,5.405E-34
972,932,0,-0.690,0.723,46.340,1.315E-25,7.756E-36
992,932,0,-0.691,0.723,46.310,1.815E-27,1.065E-37
1012,932,0,-0.691,0.723,46.290,2.424E-29,1.416E-39
1032,932,0,-0.969,0.072,4.265,1.997E-31,1.163E-41
12,952,0,-0.639,-0.769,-50.288,2.958E-24,1.495E-34
32,952,0,-0.642,-0.767,-50.050,2.204E-22,1.117E-32
52,952,0,-0.646,-0.764,-49.784,1.580E-20,8.031E-31
72,952,0,-0.650,-0.760,-49.469,1.078E-18,5.497E-29
92,952,0,-0.655,-0.756,-49.090,6.932E-17,3.550E-27
112,952,0,-0.661,-0.750,-48.628,4.158E-15,2.140E-25
132,952,0,-0.668,-0.744,-48.051,2.294E-13,1.188E-23
152,952,0,-0.678,-0.735,-47.316,1.142E-11,5.964E-22
172,952,0,-0.690,-0.724,-46.351,5.015E-10,2.643E-20
192,952,0,-0.706,-0.708,-45.048,1.879E-8,1.002E-18
212,952,0,-0.728,-0.685,-43.239,5.774E-7,3.127E-17
232,952,0,-0.758,-0.652,-40.722,1.394E-5,7.681E-16
252,952,0,-0.794,-0.608,-37.474,2.582E-4,1.450E-14
272,952,0,-0.828,-0.560,-34.061,0.004,2.147E-13
292,952,0,-0.859,-0.511,-30.747,0.034,2.432E-12
312,952,0,-0.892,-0.451,-26.803,0.129,1.720E-11
332,952,0,-0.931,-0.364,-21.375,0.199,5.842E-11
352,952,0,-0.986,-0.110,-6.384,0.145,7.656E-11
372,952,0,-0.932,0.347,20.424,0.089,3.508E-11
392,952,0,-0.900,-0.109,-6.921,0.064,1.190E-11
412,952,0,-0.790,-0.613,-37.804,0.309,1.300E-10
432,952,0,-0.775,-0.632,-39.214,0.475,2.638E-9
452,952,0,-0.773,-0.634,-39.365,0.493,3.679E-8
472,952,0,-0.774,-0.633,-39.261,0.469,2.767E-7
492,952,0,-0.779,-0.626,-38.793,0.390,8.703E-7
512,952,0,-0.801,-0.599,-36.798,0.251,9.312E-7
532,952,0,-0.887,-0.450,-26.904,0.126,3.483E-7
552,952,0,-0.955,0.173,10.264,0.074,6.106E-8
572,952,0,-0.770,0.634,39.487,0.129,6.223E-9
592,952,0,-0.671,0.741,47.803,0.156,3.967E-10
612,952,0,-0.625,0.781,51.346,0.067,1.732E-11
632,952,0,-0.597,0.802,53.317,0.006,5.688E-13
652,952,0,-0.580,0.815,54.560,1.770E-4,1.509E-14
672,952,0,-0.570,0.822,55.253,4.238E-6,3.412E-16
692,952,0,-0.573,0.820,55.040,9.430E-8,8.252E-18
712,952,0,-0.645,0.763,49.782,1.058E-8,1.525E-18
732,952,0,-0.696,0.718,45.892,4.640E-9,4.794E-19
752,952,0,-0.696,0.718,45.921,8.018E-10,6.563E-20
772,952,0,-0.690,0.724,46.405,6.502E-11,4.717E-21
792,952,0,-0.686,0.728,46.712,3.222E-12,2.186E-22
812,952,0,-0.684,0.729,46.833,1.149E-13,7.483E-24
832,952,0,-0.684,0.729,46.837,3.247E-15,2.059E-25
852,952,0,-0.685,0.729,46.779,7.729E-17,4.811E-27
872,952,0,-0.686,0.728,46.698,1.612E-18,9.899E-29
892,952,0,-0.687,0.727,46.613,3.030E-20,1.840E-30
912,952,0,-0.688,0.726,46.535,5.228E-22,3.146E-32
932,952,0,-0.689,0.725,46.468,8.405E-24,5.020E-34
952,952,0,-0.689,0.724,46.415,1.273E-25,7.551E-36
972,952,0,-0.690,0.724,46.373,1.830E-27,1.080E-37
992,952,0,-0.690,0.723,46.343,2.517E-29,1.478E-39
1012,952,0,-0.691,0.723,46.321,3.351E-31,1.959E-41
1032,952,0,-0.969,0.072,4.267,2.754E-33,1.605E-43
12,972,0,-0.644,-0.765,-49.876,4.654E-26,2.357E-36
32,972,0,-0.648,-0.762,-49.635,3.470E-24,1.762E-34
52,972,0,-0.651,-0.759,-49.365,2.490E-22,1.268E-32
72,972,0,-0.655,-0.755,-49.046,1.700E-20,8.689E-31
92,972,0,-0.660,-0.751,-48.663,1.095E-18,5.619E-29
112,972,0,-0.667,-0.745,-48.195,6.576E-17,3.394E-27
132,972,0,-0.674,-0.739,-47.611,3.635E-15,1.888E-25
152,972,0,-0.684,-0.730,-46.868,1.816E-13,9.503E-24
172,972,0,-0.696,-0.718,-45.893,8.004E-12,4.229E-22
192,972,0,-0.712,-0.702,-44.579,3.017E-10,1.614E-20
212,972,0,-0.734,-0.679,-42.764,9.363E-9,5.080E-19
232,972,0,-0.763,-0.646,-40.258,2.297E-7,1.267E-17
252,972,0,-0.798,-0.603,-37.058,4.366E-6,2.449E-16
272,972,0,-0.832,-0.555,-33.716,6.543E-5,3.730E-15
292,972,0,-0.862,-0.507,-30.454,7.438E-4,4.318E-14
312,972,0,-0.894,-0.448,-26.597,0.005,3.097E-13
332,972,0,-0.932,-0.362,-21.220,0.014,1.062E-12
352,972,0,-0.986,-0.111,-6.394,0.012,1.398E-12
372,972,0,-0.936,0.338,19.845,0.005,6.396E-13
392,972,0,-0.895,-0.159,-10.064,0.003,2.391E-13
412,972,0,-0.785,-0.619,-38.232,0.046,3.098E-12
432,972,0,-0.774,-0.633,-39.260,0.259,6.457E-11
452,972,0,-0.774,-0.634,-39.313,0.451,9.126E-10
472,972,0,-0.776,-0.631,-39.127,0.467,6.948E-9
492,972,0,-0.783,-0.622,-38.499,0.392,2.206E-8
512,972,0,-0.805,-0.593,-36.381,0.255,2.361E-8
532,972,0,-0.885,-0.457,-27.300,0.131,8.713E-9
552,972,0,-0.966,0.113,6.700,0.070,1.486E-9
572,972,0,-0.794,0.603,37.246,0.080,1.473E-10
592,972,0,-0.690,0.723,46.360,0.036,9.218E-12
612,972,0,-0.641,0.768,50.156,0.003,3.980E-13
632,972,0,-0.612,0.791,52.246,1.341E-4,1.298E-14
652,972,0,-0.594,0.804,53.562,3.872E-6,3.425E-16
672,972,0,-0.583,0.813,54.366,9.242E-8,7.709E-18
692,972,0,-0.580,0.814,54.537,2.002E-9,1.731E-19
712,972,0,-0.644,0.764,49.867,1.581E-10,2.214E-20
732,972,0,-0.697,0.717,45.802,6.390E-11,6.634E-21
752,972,0,-0.697,0.717,45.809,1.100E-11,9.039E-22
772,972,0,-0.691,0.723,46.297,8.909E-13,6.481E-23
792,972,0,-0.687,0.727,46.620,4.408E-14,2.997E-24
812,972,0,-0.685,0.729,46.762,1.569E-15,1.023E-25
832,972,0,-0.685,0.729,46.788,4.423E-17,2.808E-27
852,972,0,-0.685,0.728,46.751,1.050E-18,6.542E-29
872,972,0,-0.686,0.728,46.687,2.185E-20,1.342E-30
892,972,0,-0.687,0.727,46.615,4.094E-22,2.486E-32
912,972,0,-0.688,0.726,46.547,7.043E-24,4.239E-34
932,972,0,-0.689,0.725,46.487,1.129E-25,6.744E-36
952,972,0,-0.689,0.725,46.438,1.704E-27,1.011E-37
972,972,0,-0.690,0.724,46.398,2.444E-29,1.443E-39
992,972,0,-0.690,0.724,46.368,3.352E-31,1.969E-41
1012,972,0,-0.690,0.724,46.345,4.451E-33,2.604E-43
1032,972,0,-0.969,0.072,4.269,3.651E-35,2.129E-45
12,992,0,-0.649,-0.761,-49.527,6.891E-28,3.496E-38
32,992,0,-0.652,-0.758,-49.283,5.141E-26,2.616E-36
52,992,0,-0.656,-0.755,-49.011,3.692E-24,1.884E-34
72,992,0,-0.660,-0.751,-48.688,2.523E-22,1.292E-32
92,992,0,-0.665,-0.747,-48.301,1.626E-20,8.365E-31
112,992,0,-0.671,-0.741,-47.828,9.783E-19,5.059E-29
132,992,0,-0.679,-0.734,-47.239,5.419E-17,2.820E-27
152,992,0,-0.689,-0.725,-46.488,2.714E-15,1.423E-25
172,992,0,-0.701,-0.713,-45.505,1.200E-13,6.355E-24
192,992,0,-0.717,-0.697,-44.183,4.549E-12,2.437E-22
212,992,0,-0.739,-0.674,-42.364,1.423E-10,7.737E-21
232,992,0,-0.767,-0.641,-39.868,3.539E-9,1.955E-19
252,992,0,-0.802,-0.598,-36.712,6.866E-8,3.853E-18
272,992,0,-0.834,-0.551,-33.432,1.054E-6,6.002E-17
292,992,0,-0.864,-0.503,-30.216,1.227E-5,7.070E-16
312,992,0,-0.895,-0.445,-26.432,8.684E-5,5.129E-15
332,992,0,-0.932,-0.360,-21.095,2.592E-4,1.773E-14
352,992,0,-0.986,-0.111,-6.401,2.327E-4,2.340E-14
372,992,0,-0.939,0.330,19.356,8.732E-5,1.070E-14
392,992,0,-0.890,-0.200,-12.657,5.082E-5,4.388E-15
412,992,0,-0.783,-0.622,-38.491,0.001,6.442E-14
432,992,0,-0.774,-0.633,-39.273,0.024,1.366E-12
452,992,0,-0.774,-0.633,-39.260,0.158,1.949E-11
472,992,0,-0.777,-0.629,-39.010,0.331,1.498E-10
492,992,0,-0.785,-0.619,-38.256,0.344,4.788E-10
512,992,0,-0.809,-0.588,-36.029,0.228,5.125E-10
532,992,0,-0.884,-0.460,-27.480,0.102,1.873E-10
552,992,0,-0.972,0.069,4.059,0.030,3.131E-11
572,992,0,-0.813,0.577,35.346,0.010,3.039E-12
592,992,0,-0.705,0.709,45.163,0.001,1.874E-13
612,992,0,-0.654,0.757,49.182,6.934E-5,8.018E-15
632,992,0,-0.624,0.781,51.376,2.598E-6,2.599E-16
652,992,0,-0.605,0.796,52.754,7.484E-8,6.834E-18
672,992,0,-0.593,0.805,53.632,1.785E-9,1.533E-19
692,992,0,-0.587,0.809,54.025,3.811E-11,3.299E-21
712,992,0,-0.643,0.765,49.924,2.297E-12,3.113E-22
732,992,0,-0.698,0.716,45.731,8.452E-13,8.808E-23
752,992,0,-0.698,0.716,45.712,1.448E-13,1.194E-23
772,992,0,-0.692,0.722,46.203,1.171E-14,8.544E-25
792,992,0,-0.688,0.726,46.539,5.789E-16,3.943E-26
812,992,0,-0.686,0.728,46.698,2.057E-17,1.343E-27
832,992,0,-0.685,0.728,46.742,5.790E-19,3.679E-29
852,992,0,-0.686,0.728,46.722,1.372E-20,8.550E-31
872,992,0,-0.686,0.727,46.672,2.847E-22,1.749E-32
892,992,0,-0.687,0.727,46.612,5.322E-24,3.233E-34
912,992,0,-0.688,0.726,46.553,9.133E-26,5.499E-36
932,992,0,-0.688,0.725,46.499,1.460E-27,8.726E-38
952,992,0,-0.689,0.725,46.454,2.199E-29,1.306E-39
972,992,0,-0.689,0.724,46.417,3.146E-31,1.858E-41
992,992,0,-0.690,0.724,46.387,4.306E-33,2.531E-43
1012,992,0,-0.690,0.724,46.365,5.707E-35,3.340E-45
1032,992,0,-0.969,0.072,4.271,4.673E-37,2.727E-47
12,1012,0,-0.653,-0.757,-49.223,9.759E-30,4.960E-40
32,1012,0,-0.656,-0.754,-48.977,7.285E-28,3.713E-38
52,1012,0,-0.660,-0.751,-48.702,5.235E-26,2.676E-36
72,1012,0,-0.664,-0.748,-48.376,3.580E-24,1.837E-34
92,1012,0,-0.669,-0.743,-47.985,2.310E-22,1.190E-32
112,1012,0,-0.675,-0.737,-47.508,1.391E-20,7.208E-31
132,1012,0,-0.683,-0.730,-46.914,7.719E-19,4.024E-29
152,1012,0,-0.693,-0.721,-46.157,3.874E-17,2.035E-27
172,1012,0,-0.705,-0.709,-45.168,1.719E-15,9.118E-26
192,1012,0,-0.721,-0.693,-43.839,6.547E-14,3.513E-24
212,1012,0,-0.743,-0.669,-42.016,2.063E-12,1.123E-22
232,1012,0,-0.771,-0.636,-39.532,5.191E-11,2.871E-21
252,1012,0,-0.805,-0.594,-36.416,1.025E-9,5.752E-20
272,1012,0,-0.837,-0.547,-33.191,1.605E-8,9.128E-19
292,1012,0,-0.866,-0.500,-30.017,1.898E-7,1.090E-17
312,1012,0,-0.896,-0.443,-26.295,1.357E-6,7.983E-17
332,1012,0,-0.933,-0.358,-20.989,4.081E-6,2.777E-16
352,1012,0,-0.987,-0.111,-6.406,3.692E-6,3.674E-16
372,1012,0,-0.941,0.323,18.925,1.379E-6,1.680E-16
392,1012,0,-0.886,-0.235,-14.834,9.217E-7,7.513E-17
412,1012,0,-0.781,-0.625,-38.659,2.500E-5,1.212E-15
432,1012,0,-0.774,-0.633,-39.271,5.368E-4,2.602E-14
452,1012,0,-0.775,-0.632,-39.209,0.007,3.739E-13
472,1012,0,-0.778,-0.628,-38.907,0.044,2.893E-12
492,1012,0,-0.787,-0.616,-38.050,0.088,9.296E-12
512,1012,0,-0.812,-0.584,-35.728,0.062,9.955E-12
532,1012,0,-0.884,-0.461,-27.554,0.016,3.613E-12
552,1012,0,-0.976,0.035,2.025,0.002,5.943E-13
572,1012,0,-0.829,0.553,33.694,2.289E-4,5.672E-14
592,1012,0,-0.717,0.696,44.136,2.242E-5,3.456E-15
612,1012,0,-0.664,0.747,48.356,1.229E-6,1.468E-16
632,1012,0,-0.634,0.773,50.643,4.598E-8,4.736E-18
652,1012,0,-0.615,0.789,52.075,1.324E-9,1.241E-19
672,1012,0,-0.602,0.799,53.008,3.158E-11,2.777E-21
692,1012,0,-0.594,0.804,53.538,6.678E-13,5.824E-23
712,1012,0,-0.643,0.765,49.955,3.269E-14,4.283E-24
732,1012,0,-0.699,0.715,45.673,1.086E-14,1.135E-24
752,1012,0,-0.699,0.715,45.626,1.851E-15,1.531E-25
772,1012,0,-0.693,0.721,46.118,1.495E-16,1.093E-26
792,1012,0,-0.689,0.725,46.465,7.383E-18,5.037E-28
812,1012,0,-0.687,0.727,46.638,2.620E-19,1.713E-29
832,1012,0,-0.686,0.728,46.698,7.362E-21,4.682E-31
852,1012,0,-0.686,0.728,46.692,1.741E-22,1.086E-32
872,1012,0,-0.686,0.727,46.655,3.607E-24,2.217E-34
892,1012,0,-0.687,0.727,46.605,6.729E-26,4.090E-36
912,1012,0,-0.688,0.726,46.554,1.152E-27,6.941E-38
932,1012,0,-0.688,0.725,46.506,1.839E-29,1.099E-39
952,1012,0,-0.689,0.725,46.465,2.763E-31,1.642E-41
972,1012,0,-0.689,0.725,46.430,3.946E-33,2.331E-43
992,1012,0,-0.690,0.724,46.402,5.391E-35,3.170E-45
1012,1012,0,-0.690,0.724,46.380,7.132E-37,4.177E-47
1032,1012,0,-0.969,0.072,4.272,5.833E-39,3.405E-49
12,1032,0,-0.966,-0.076,-4.475,8.383E-32,4.266E-42
32,1032,0,-0.966,-0.075,-4.456,6.261E-30,3.195E-40
52,1032,0,-0.966,-0.075,-4.436,4.501E-28,2.304E-38
72,1032,0,-0.967,-0.075,-4.412,3.080E-26,1.582E-36
92,1032,0,-0.967,-0.074,-4.382,1.989E-24,1.026E-34
112,1032,0,-0.968,-0.074,-4.346,1.199E-22,6.220E-33
132,1032,0,-0.969,-0.073,-4.301,6.661E-21,3.476E-31
152,1032,0,-0.969,-0.072,-4.243,3.349E-19,1.761E-29
172,1032,0,-0.971,-0.071,-4.166,1.489E-17,7.909E-28
192,1032,0,-0.972,-0.069,-4.062,5.692E-16,3.058E-26
212,1032,0,-0.974,-0.067,-3.916,1.804E-14,9.829E-25
232,1032,0,-0.977,-0.063,-3.713,4.577E-13,2.533E-23
252,1032,0,-0.981,-0.059,-3.452,9.147E-12,5.136E-22
272,1032,0,-0.984,-0.055,-3.175,1.453E-10,8.259E-21
292,1032,0,-0.987,-0.050,-2.894,1.737E-9,9.963E-20
312,1032,0,-0.990,-0.044,-2.557,1.250E-8,7.342E-19
332,1032,0,-0.993,-0.036,-2.059,3.778E-8,2.566E-18
352,1032,0,-0.999,-0.011,-0.636,3.437E-8,3.401E-18
372,1032,0,-0.994,0.032,1.840,1.280E-8,1.554E-18
392,1032,0,-0.988,-0.025,-1.456,9.491E-9,7.429E-19
412,1032,0,-0.978,-0.063,-3.660,2.648E-7,1.274E-17
432,1032,0,-0.977,-0.063,-3.705,5.736E-6,2.757E-16
452,1032,0,-0.978,-0.063,-3.698,8.097E-5,3.979E-15
472,1032,0,-0.978,-0.063,-3.671,5.790E-4,3.093E-14
492,1032,0,-0.979,-0.061,-3.595,0.002,9.973E-14
512,1032,0,-0.981,-0.058,-3.393,0.001,1.068E-13
532,1032,0,-0.988,-0.046,-2.674,2.333E-4,3.858E-14
552,1032,0,-0.998,0.002,0.109,2.022E-5,6.281E-15
572,1032,0,-0.984,0.054,3.148,2.343E-6,5.926E-16
592,1032,0,-0.972,0.069,4.058,2.262E-7,3.582E-17
612,1032,0,-0.967,0.074,4.392,1.239E-8,1.514E-18
632,1032,0,-0.964,0.077,4.563,4.631E-10,4.867E-20
652,1032,0,-0.962,0.079,4.667,1.333E-11,1.273E-21
672,1032,0,-0.961,0.080,4.735,3.178E-13,2.842E-23
692,1032,0,-0.960,0.080,4.775,6.687E-15,5.876E-25
712,1032,0,-0.964,0.077,4.536,2.854E-16,3.641E-26
732,1032,0,-0.970,0.072,4.216,8.686E-17,9.102E-27
752,1032,0,-0.970,0.071,4.211,1.474E-17,1.222E-27
772,1032,0,-0.969,0.072,4.249,1.189E-18,8.709E-29
792,1032,0,-0.969,0.072,4.276,5.866E-20,4.007E-30
812,1032,0,-0.969,0.073,4.290,2.079E-21,1.361E-31
832,1032,0,-0.969,0.073,4.295,5.838E-23,3.715E-33
852,1032,0,-0.969,0.073,4.295,1.379E-24,8.605E-35
872,1032,0,-0.969,0.073,4.293,2.853E-26,1.754E-36
892,1032,0,-0.969,0.073,4.289,5.314E-28,3.231E-38
912,1032,0,-0.969,0.073,4.286,9.087E-30,5.475E-40
932,1032,0,-0.969,0.073,4.282,1.448E-31,8.657E-42
952,1032,0,-0.969,0.073,4.279,2.173E-33,1.291E-43
972,1032,0,-0.969,0.072,4.277,3.098E-35,1.831E-45
992,1032,0,-0.969,0.072,4.275,4.227E-37,2.487E-47
1012,1032,0,-0.969,0.072,4.273,5.586E-39,3.272E-49
1032,1032,0,-0.997,0.007,0.416,4.563E-41,2.665E-51
